a 啊
yi4 裛
yi4 褹
yi4 襗
yi4 襼
yi4 訲
yi4 訳
yi4 詍
yi4 詣
yi4 誼
yi4 謚
yi4 譯
yi4 議
yi4 讛
yi4 豙
yi4 豛
yi4 豷
yi4 貖
yi4 贀
yi4 跇
yi4 軼
yi4 輗
yi4 辥
yi4 醳
yi4 釴
yi4 鈠
yi4 鎰
yi4 鐿
yi4 阣
yi4 隿
yi4 霬
yi4 靾
yi4 饐
yi4 駅
yi4 驛
yi4 骮
yi4 鮨
yi4 鯣
yi4 鶂
yi4 鶃
yi4 鶍
yi4 鷁
yi4 鷊
yi4 鷧
yi4 鷾
yi4 鹝
yi4 鹢
yi4 黓
yi4 齸
yian 疑案
yian 议案
yiba 一把
yibai 一百
yibai 衣摆
yibairushui 一败如水
yibaitudi 一败涂地
yibaiyi 一百一
yibajin 一把劲
yiban 一…半…
yiban 一般 一半
yibanban 一般般
yibanchengxuyuan 一般程序员
yibande 一般的
yibandecha 一般的差
yibang 一棒 一帮
yibang 依傍
yibang 倚傍
yibang 异邦
yibangren 一帮人
yibangyitiaohen 一棒一条痕
yibanjianshi 一般见识
yibanlai 一般来
yibanlaishuo 一般来说
yibanlaobaixing 一般老百姓
yibanna 一般那
yibanputong 一般普通
yibanren 一般人
yibansanyan 一板三眼
yibanshi 一般是
yibanshijian 一半时间
yibanshoujili 一般手机里
yibantian 一半天
yibanxing 一般性
yibanxinxiang 一瓣心香
yibanyinyan 一板一眼
yibanyonghu 一般用户
yibanzhineng 一般只能
yibanzhuangtai 一般状态
yibao 一包 医保
yibao 衣包
yibao 衣胞
yibaoka 医保卡
yibaoyibao 以暴易暴
yibaozainei 一包在内
yibashou 一把手
yibasina 一把死拿
yibayiba 一把一把
yibei 一杯 以备
yibeizi 一辈子
yiben 一本
yiben 译本
yibenshu 一本书
yibenwanli 一本万利
yibenzhengjing 一本正经
yibi 一笔
yibi 译笔
yibian 一边 一遍 以便
yibiandao 一边倒
yibianqu 一边去
yibiao 仪表
yibiao 姨表
yibiaofeifan 一表非凡
yibiaorencai 一表人才
yibidaiguo 一笔带过
yibigouxiao 一笔勾销
yibikongchuqi 一鼻孔出气
yibimosha 一笔抹杀
yibing 一并
yibing 疑兵
yibing 疫病
yibing 癔病
yibingbuqi 一病不起
yibingzhiying 以冰致蝇
yibizhili 一臂之力
yibo 一波
yibosanzhe 一波三折
yiboweiping 一波未平，一波又起
yiboxiangchuan 衣钵相传
yiboyuntian 义薄云天
yibu 一…不…
yibu 一步 一部
yibu 乙部
yibubu 一步步
yibudengtian 一步登天
yibuduita 一部对他
yibufen 一部分
yibujiedai 衣不解带
yibuniuzhong 一不扭众
yibuqi 一步棋
yiburongci 义不容辞
yibuwancai 衣不完采
yibuxiaoxin 一不小心
yibuyashen 艺不压身
yibuyazhong 一不压众，百不随一
yibuyibu 一步一步
yibuyigejiaoyin 一步一个脚印
yibuyigejiaoyiner 一步一个脚印儿
yibuyiqu 亦步亦趋
yibuzuo 一不做，二不休
yicang 义仓
yicao 虉草
yicaofumu 依草附木
yicaoyimu 一草一木
yice 翼侧
yice 臆测
yiceng 一层
yicengyiceng 一层一层
yicha 一查
yichaercuo 一差二错
yichan 一刬
yichan 遗产
yichana 一刹那
yichang 异常 一场
yichangbaihe 一倡百和
yichangbaihe 一唱百和
yichangchunmeng 一场春梦
yichangkong 一场空
yichangliangduan 一长两短
yichangsantan 一唱三叹
yichangyiduan 一长一短
yichangyihe 一唱一和
yichaotianziyichaochen 一朝天子一朝臣
yichayouyicha 一茬又一茬
yiche 一车
yichenburan 一尘不染
yicheng 一成
yicheng 议程
yichengbubian 一成不变
yichengyilu 一成一旅
yichengzi 一程子
yichi 义齿
yichi 翼翅
yichishuishizhangbo 一尺水十丈波
yichong 一冲
yichong 益虫
yichoumozhan 一筹莫展
yichouwannian 遗臭万年
yichu 役畜
yichu 溢出 一出 一处
yichu 益处
yichuan 一串 遗传
yichuanbianyi 遗传变异
yichuanchayi 遗传差异
yichuangjinbeizhegai 一床锦被遮盖
yichuangongcheng 遗传工程
yichuanjiuan 移船就岸
yichuanshi 一传十，十传百
yichuanxue 遗传学
yichuanxuelilun 遗传学理论
yichuidingyin 一槌定音
yichuidingyin 一锤定音
yichuizi 一锤子
yichuizimaimai 一锤子买卖
yichujifa 一触即发
yichujikui 一触即溃
yichun 宜春
yichunshi 宜春市
yici 一次 依次
yici 以次
yici 异词
yicihaiyi 以辞害意
yicinengyuan 一次能源
yicixing 一次性
yicong 一从
yicong 依从
yicuerjiu 一蹴而就
yicun 依存
yicun 遗存
yicundanxin 一寸丹心
yicunguangyinyicunjin 一寸光阴一寸金
yida 一大 一打
yidaba 一大把
yidaban 一大半
yidadui 一大堆
yidai 一带
yidai 一袋 一代
yidaifengliu 一代风流
yidaikaimo 一代楷模
yidakuai 一大块
yidaliangyong 一搭两用
yidaliangyonger 一搭两用儿
yidan 一旦
yidao 一到 一刀 一道 移到
yidao 医道
yidao 驿道
yidaoliangduan 一刀两断
yidaoqie 一刀切
yidaosu 胰岛素
yidapi 一大批
yidatoujian 遗大投艰
yidawan 一大碗
yidazao 一大早
yide 医德
yidebaoyuan 以德报怨
yideng 一等
yideyixin 一德一心
yidezhigong 一得之功
yidezhijian 一得之见
yidezhiyu 一得之愚
yidi 义地
yidi 异地 意地 一滴
yidian 一点
yidian 疑点
yidianbandian 一点半点
yidiandi 一点地
yidiandian 一点点
yidianer 一点儿
yidianshi 一点是
yidianyuan 伊甸园
yidicunkuan 异地存款
yidierchu 易地而处
yiding 一定 一顶
yiding 议定
yidingbuyi 一定不易
yidingdianer 一丁点儿
yidingnenggou 一定能够
yidingshu 议定书
yidingzhigui 一定之规
yidong 移动 易懂
yidongburuyijing 一动不如一静
yidongdianhua 移动电话
yidonggongsi 移动公司
yidongjiuxi 移东就西
yidongshebei 移动设备
yidongtongxin 移动通信
yidongyingpan 移动硬盘
yidou 一抖
yidou 疑窦
yidou 衣兜
yidu 一度 易读
yidu 异读
yidu 遗毒
yiduan 一段
yiduan 一端
yiduan 臆断
yiduanshijian 一段时间
yiduanxieshuo 异端邪说
yidugongdu 以毒攻毒
yidui 一堆 一对
yiduidui 一堆堆
yiduiduo 一对多
yiduiren 一堆人
yiduirenni 一堆人你
yidun 一顿
yidunfan 一顿饭
yiduo 臆度
yiduoban 一多半
yiduohua 一朵花
yiechuane 以讹传讹
yiege 以俄格
yier 一…二…
yier 一…而…
yier 姨儿
yier 已而
yierdaimu 以耳代目
yierjiuyundong 一二·九运动
yieryi 一二一
yieryidajie 一二一大街
yierzai 一而再，再而三
yifa 依法
yifa 益发
yifabiao 已发表
yifan 一番
yifanchangtai 一反常态
yifanfengshun 一帆风顺
yifang 一方 以防
yifang 移防
yifangzhiren 一方之任
yifanqianjin 一饭千金
yifaqianjun 一发千钧
yifei 一飞
yifeichongtian 一飞冲天
yifen 一份
yifeng 一封
yifeng 遗风
yifengchui 一风吹
yifengxueyu 蚁封穴雨
yifengyisu 移风易俗
yifenqian 一分钱
yifentianying 义愤填膺
yifenweier 一分为二
yifenzhong 一分钟
yifu 依附
yifu 姨父
yifu 衣服 姨夫 一副
yifudangguan 一夫当关，万夫莫开
yifuzhongxiu 一傅众咻
yifuzi 遗腹子
yigai 医改
yigaierlun 一概而论
yigaiguzhe 一改故辙
yigan 乙肝
yiganerjing 一干二净
yiganrenfan 一干人犯
yiganzichadaodi 一竿子插到底
yiganzidaodi 一竿子到底
yigao 遗稿
yige 一个
yigebanben 一个版本
yigebazhangpaibuxiang 一个巴掌拍不响
yigebing 一个并
yigeci 一个词
yigeduo 一个多
yigege 一个个
yigeguo 一个过
yigehanshu 一个函数
yigehanzi 一个汉字
yigei 一给
yigejiage 一个价格
yigejian 一个箭
yigejiezhe 一个接着
yigejin 一个劲
yigejiner 一个劲儿
yigeluoboyigekeng 一个萝卜一个坑
yigeluoboyigekenger 一个萝卜一个坑儿
yigen 一根
yigenei 一个内
yigenshang 一根上
yigenvren 一个女人
yigeqian 一个钱
yigeren 一个人
yigerenneng 一个人能
yigeshi 一个是
yigeshili 一个实例
yigewenjian 一个文件
yigexiaoshi 一个小时
yigexinyaner 一个心眼儿
yigeyang 一个样
yigeyige 一个一个
yigeyue 一个月
yigezi 一个字
yigezidan 一个子弹
yigong 一共 以供
yigong 义工
yigongweishou 以攻为守
yigu 遗孤
yiguan 一贯
yiguanbanzhi 一官半职
yiguanchuchu 衣冠楚楚
yiguanhouxiao 以观后效
yiguankuitian 以管窥天
yiguanqinshou 衣冠禽兽
yiguanxiaojing 衣冠枭獍
yiguanzhangshi 倚官仗势
yiguanzhong 衣冠冢
yigufeijin 以古非今
yigui 依归
yiguitongfeng 一轨同风
yigujiner 一股劲儿
yigula 一股啦
yigunaoer 一古脑儿
yigunaoer 一股脑儿
yigunzidasi 一棍子打死
yiguo 异国
yiguoduan 一锅端
yiguoliangzhi 一国两制
yiguosangong 一国三公
yiguozhou 一锅粥
yiguozhu 一锅煮
yiguzuoqi 一鼓作气
yihai 遗骸
yihaiwuqiong 贻害无穷
yihaiwuqiong 遗害无穷
yihan 遗憾
yihang 一行
yihangjiang 一行激昂
yihangyihang 一行一行
yihanruci 一寒如此
yihe 沂河
yihe 议和
yihe 齮龁
yihen 遗恨
yihetuan 义和团
yihongdao 溢洪道
yihongersan 一哄而散
yihou 以后
yihu 一户
yihu 医护
yihua 一滑
yihua 异化
yihuajiemu 移花接木
yihuamuye 宜华木业
yihuan 一环 一换
yihuan 以还
yihuang 一晃
yihuangliangshe 一簧两舌
yihuazuoyong 异化作用
yihubainuo 一呼百诺
yihubaiying 一呼百应
yihuer 一忽儿
yihui 一会 议会
yihuiche 一会车
yihuichushou 一麾出守
yihuier 一会儿
yihuierjiu 一挥而就
yihuile 一会了
yihuishi 一回事
yihuizhi 议会制
yihujiao 以呼叫
yihuluhuapiao 依葫芦画瓢
yihun 已婚
yihuo 弋获
yihuo 抑或
yihuo 疑惑
yihuo 遗祸
yihuojiuhuo 以火救火
yihuqianjin 一壶千金
yihuxunchang 异乎寻常
yihuzhiye 一狐之腋
yiji 以及 一级 一剂
yiji 疑忌
yiji 遗迹
yiji 酏剂
yijia 一家
yijia 医家
yijia 溢价
yijia 议价
yijiafannang 衣架饭囊
yijian 意见 一键 一件
yijian 臆见
yijiang 意匠
yijiangshibing 一浆十饼
yijianqingxin 一见倾心
yijianrugu 一见如故
yijianshangduo 一箭上垛
yijianshuangdiao 一箭双雕
yijianwu 一间屋
yijianzhiyao 一箭之遥
yijianzhongqing 一见钟情
yijiao 一脚 一觉
yijiao 移交
yijiao 遗教
yijiaren 一家人
yijiarenneng 一家人能
yijiazhiji 一家之计
yijiazhiyan 一家之言
yijiduoren 以己度人
yijie 一节
yijie 移解
yijiebuqu 一介不取
yijimeihua 驿寄梅花
yijin 一斤 移近
yijin 以近
yijin 衣襟
yijing 一径
yijing 一经
yijing 已经 意境
yijing 遗精
yijingpuji 已经普及
yijingshengqing 已经生情
yijingtixian 仪静体闲
yijingxiaoyou 以儆效尤
yijingyi 一惊一
yijinhuanxiang 衣锦还乡
yijinronggui 衣锦荣归
yijinyexing 衣锦夜行
yijishichang 一级市场
yijiu 一…就…
yijiu 依旧
yijizhichang 一技之长
yiju 一句 一局 依据
yiju 义举
yiju 彝剧
yiju 疑惧
yiju 移居
yijua 一句啊
yijuchengming 一举成名
yijue 议决
yijuebuzhen 一蹶不振
yijuecixiong 一决雌雄
yijuefan 已决犯
yijuesunmou 贻厥孙谋
yijuhua 一句话
yijuliangde 一举两得
yijun 义军
yijuntuqi 异军突起
yijuqianli 一举千里
yijushouzhilao 一举手之劳
yika 一卡
yikai 一开
yikaishi 一开始
yikan 一看
yikandao 一看到
yikao 依靠
yikao 倚靠
yike 一颗 医科 一棵
yikebufanerzhu 一客不烦二主
yikeda 医科大 医科打
yikeqianjin 一刻千金
yikeshu 一棵树
yikezhong 一刻钟
yikongzhijian 一孔之见
yikou 一口
yikouliangchi 一口两匙
yikouqi 一口气
yikousanshe 一口三舌
yikoutongsheng 异口同声
yikouxijinxijiangshui 一口吸尽西江水
yikuai 一块
yikuaier 一块儿
yikuaishitouluodi 一块石头落地
yikuan 一款
yikuishishi 一馈十起
yikuiyizu 一夔已足
yilaguan 易拉罐
yilai 以来 依赖 一来
yilai 倚赖
yilaierqu 一来二去
yilaishenshou 衣来伸手，饭来张口
yilaiwuyu 一览无余
yilaixing 依赖性
yilake 伊拉克
yilan 一栏 一览
yilan 漪澜
yilanbiao 一览表
yilanzi 一揽子
yilao 遗老
yilaolao 姨姥姥
yilaomailao 倚老卖老
yilaoyongyi 一劳永逸
yile 逸乐
yilei 异类
yileiershan 一雷二闪
yileng 一愣
yilengyileng 一愣一愣
yili 义理
yili 伊利 毅力 一粒
yili 医理
yili 昳丽
yili 迤逦
yilian 一连
yilian 依恋
yilianchuan 一连串
yiliang 一两 一辆
yiliangci 一两次
yiliange 一两呃
yiliangge 以两个 一两个
yiliangpian 一两篇
yiliangtiao 一两条
yilianqier 一连气儿
yiliao 医疗
yiliao 意料
yiliao 衣料
yiliaobaidang 一了百当
yiliaobailiao 一了百了
yilicehai 以蠡测海
yilichengdang 一力承当
yilie 一列
yiliershu 以狸饵鼠
yilifuren 以力服人
yilifuren 以理服人
yilileixing 以利累形
yilin 艺林
yilinbanzhao 一鳞半爪
yiling 役龄
yiling 艺龄
yiling 衣领
yilinger 一零儿
yilinweihe 以邻为壑
yilishen 蚁力神
yiliu 一流
yiliu 遗留
yiliuer 一溜儿
yiliufeng 一溜风
yiliupingjin 依流平进
yiliuwaixie 一溜歪斜
yiliuyan 一溜烟
yilongyishe 一龙一蛇
yilongyizhu 一龙一猪
yilou 遗漏
yilu 一路
yilu 移录
yiluanjishi 以卵击石
yiluanjishi 意乱及时
yiluantoushi 以卵投石
yilufuxing 一路福星
yilun 议论
yiluoqianzhang 一落千丈
yilushunfeng 一路顺风
yilv 一律
yilv 疑虑
yima 姨妈 一马
yimadangxian 一马当先
yimai 义卖
yimaixiangcheng 一脉相承
yimaixiangchuan 一脉相传
yimakedai 倚马可待
yimaobuba 一毛不拔
yimaojian 衣帽间
yimaoquren 以貌取人
yimapingchuan 一马平川
yimaqianyan 倚马千言
yimaqizhi 倚马七纸
yimaxinyuan 意马心猿
yimei 溢美
yimen 一门
yimenbanghu 倚门傍户
yimenmaixiao 倚门卖笑
yimenxinsi 一门心思
yimenyilu 倚门倚闾
yimi 苡米
yimi 薏米
yimian 一面 以免
yimianerli 一面儿理
yimianrujiu 一面如旧
yimianzhici 一面之词
yimianzhijiao 一面之交
yimiao 疫苗
yimiaozhong 一秒钟
yimin 移民
yimin 逸民
yimin 遗民
yiming 一名
yiming 艺名
yiming 译名
yimingbushi 一暝不视
yimingjingren 一鸣惊人
yimingtongshi 异名同实
yimingwuhu 一命呜呼
yimixian 一米线
yimo 遗墨
yimoxiangru 以沫相濡
yimoyiyang 一模一样
yimu 一幕 意木
yimu 姨母
yimucao 益母草
yimuliaoran 一目了然
yimunanzhi 一木难支
yimushihang 一目十行
yimuyiyang 一模一样
yin 因 印
yin1 乚
yin1 侌
yin1 傿
yin1 冘
yin1 凐
yin1 喑 因 堙 姻 殷 氤 洇 湮 茵 荫
yin1 噾
yin1 囙
yin1 垔
yin1 婣
yin1 愔
yin1 慇
yin1 栶
yin1 欭
yin1 欽
yin1 歅
yin1 溵
yin1 潯
yin1 濦
yin1 瘖
yin1 硍
yin1 磤
yin1 禋
yin1 秵
yin1 筃
yin1 絪
yin1 緸
yin1 蒑
yin1 蔭
yin1 裀
yin1 訢
yin1 諲
yin1 酓
yin1 銦
yin1 铟 阴 音
yin1 闇
yin1 闉
yin1 阥
yin1 陰
yin1 陻
yin1 霒
yin1 霠
yin1 鞇
yin1 韾
yin1 駰
yin1 骃
yin1 鮣
yin1 齗
yin1 龂
yin2 乑
yin2 伒
yin2 吟 圻 垠 夤 寅 淫 狺 鄞 银 霪 龈
yin2 唫
yin2 噖
yin2 圁
yin2 婬
yin2 峾
yin2 崟
yin2 崯
yin2 斦
yin2 檭
yin2 殥
yin2 泿
yin2 滛
yin2 烎
yin2 犾
yin2 玪
yin2 珢
yin2 璌
yin2 碒
yin2 粌
yin2 苂
yin2 荶
yin2 蔩
yin2 螾
yin2 蟫
yin2 訔
yin2 訚
yin2 訡
yin2 誾
yin2 鈝
yin2 銀
yin2 鷣
yin2 齦
yin3 吲 尹 引 瘾 蚓 隐 饮
yin3 嶾
yin3 朄
yin3 檃
yin3 櫽
yin3 淾
yin3 濥
yin3 癮
yin3 縯
yin3 蘟
yin3 讔
yin3 赺
yin3 趛
yin3 輑
yin3 釿
yin3 鈏
yin3 隠
yin3 隱
yin3 靷
yin3 飮
yin3 飲
yin4 印 窨 胤 茚
yin4 垽
yin4 堷
yin4 廕
yin4 慭
yin4 憖
yin4 憗
yin4 懚
yin4 梀
yin4 檼
yin4 洕
yin4 湚
yin4 猌
yin4 癊
yin4 酳
yin4 隂
yinainai 姨奶奶
yinan 疑难
yinan 阴暗
yinanmian 阴暗面
yinbaise 银白色
yinbaiwaike 银白外壳
yinbao 引爆
yinbazi 印把子
yinbei 银杯
yinben 印本
yinbenwei 银本位
yinbi 印鼻
yinbi 荫庇
yinbi 荫蔽
yinbi 银币
yinbi 隐蔽
yinbi 隐避
yinbiao 音标 印表
yinbingneire 饮冰内热
yinbingrubo 饮冰茹檗
yinbo 音波
yincaishijiao 因材施教
yincang 隐藏
yincangbiaotilan 隐藏标题栏
yincangdiao 隐藏掉
yincao 阴曹
yincha 音叉
yinchai 引柴
yinchan 引产
yinchang 吟唱
yinchang 音长
yinchang 饮场
yinchayangcuo 阴差阳错
yinchen 阴沉
yinchenchen 阴沉沉
yincheng 音程
yinchimaoliang 寅吃卯粮
yinchu 引出
yinchulai 引出来
yinchunzizui 饮醇自醉
yinci 印次
yinci 因此
yinciyanqu 淫词艳曲
yincuoyangcha 阴错阳差
yindai 音带
yindan 饮弹
yindang 淫荡
yindanshilin 阴丹士林
yindao 引导
yindaoyan 阴道炎
yinde 引得
yinde 阴德
yindian 阴电
yindianren 印第安人
yindiao 音调
yinding 银锭
yindiquzi 因敌取资
yindizhiyi 因地制宜
yindong 引动
yindou 引逗
yindu 印度
yindu 引渡
yindu 阴毒
yindu 音读
yindujiao 印度教
yindujiaotu 印度教徒
yinduo 吲哚
yinduren 印度人
yine 吟哦
yinei 以内
yiner 因而
yiner 银耳
yiner 音儿
yinerbufa 引而不发
yineyangshan 隐恶扬善
yinfa 印发
yinfa 引发
yinfa 银发
yinfen 银粉
yinfeng 阴风
yinfengchuihuo 因风吹火
yinfengchuihuo 引风吹火
yinfengnongyue 吟风弄月
yinfu 殷富
yinfu 隐伏
yinfu 音符
ying 赢 硬
ying1 偀
ying1 啨
ying1 嘤 婴 应 撄 樱 瑛 璎 缨 罂 膺
ying1 噟
ying1 嚶
ying1 媖
ying1 嫈
ying1 嬰
ying1 孆
ying1 孾
ying1 応
ying1 愥
ying1 應
ying1 攖
ying1 旲
ying1 朠
ying1 柍
ying1 桜
ying1 櫻
ying1 渶
ying1 瀴
ying1 焸
ying1 焽
ying1 煐
ying1 珱
ying1 瓔
ying1 甇
ying1 甖
ying1 眏
ying1 碤
ying1 礯
ying1 緓
ying1 縄
ying1 繩
ying1 纓
ying1 绬
ying1 罃
ying1 罌
ying1 英 莺 鹦 鹰
ying1 莖
ying1 蘡
ying1 蝧
ying1 蠳
ying1 褮
ying1 謍
ying1 譍
ying1 譻
ying1 賏
ying1 軈
ying1 鑍
ying1 锳
ying1 霙
ying1 韹
ying1 韺
ying1 鴬
ying1 鶧
ying1 鶯
ying1 鷪
ying1 鷹
ying1 鸎
ying1 鸚
ying2 俓
ying2 僌
ying2 営
ying2 塋
ying2 夃
ying2 嬴 楹 滢 潆 瀛 盈 茔 荥 荧 莹
ying2 嵤
ying2 巆
ying2 攍
ying2 攚
ying2 桯
ying2 櫿
ying2 泂
ying2 溁
ying2 溋
ying2 滎
ying2 濙
ying2 濚
ying2 濴
ying2 瀅
ying2 瀠
ying2 瀯
ying2 灐
ying2 灜
ying2 熒
ying2 營
ying2 瑩
ying2 盁
ying2 籝
ying2 籯
ying2 縈
ying2 耺
ying2 萤 营 萦 蓥 蝇 赢 迎
ying2 萾
ying2 藀
ying2 蛍
ying2 蝿
ying2 螢
ying2 蠅
ying2 覮
ying2 贏
ying2 鎣
ying3 巊
ying3 廮
ying3 影 瘿 郢 颍 颖
ying3 摬
ying3 梬
ying3 浧
ying3 潁
ying3 癭
ying3 矨
ying3 穎
ying3 鐛
ying3 頴
ying3 颕
ying4 媵 应 映 硬
ying4 暎
ying4 膡
ying4 鞕
ying4 鱦
yingai 因该
yingan 阴干
yingang 引港
yingao 音高
yingban 营办
yingbang 硬棒
yingbang 英镑
yingbangbang 硬邦邦
yingbaozhuang 硬包装
yingbi 影壁
yingbi 硬币
yingbi 硬笔
yingbianwufang 应变无方
yingbiyaoyan 鹰鼻鹞眼
yingchen 映衬
yingcheng 应城
yingcheng 应承
yingcheng 膺惩
yingchi 英尺
yingchou 应酬
yingchun 迎春
yingcipan 硬磁盘
yingcong 应从
yingcun 英寸
yingda 应答
yingdai 映带
yingdang 应当
yingde 赢得
yingdi 应敌
yingdi 营地
yingdian 应典
yingdie 影碟
yingdu 硬度
yingduiruliu 应对如流
yinge 硬腭
yingen 银根
yinger 婴儿
yingfang 营房
yingfen 应分
yingfendianyu 蝇粪点玉
yingfengdaiyue 迎风待月
yingfengzhaozhan 迎风招展
yingfu 应付
yingfujiweierzhiqianli 蝇附骥尾而致千里
yingfuyuru 应付裕如
yingfuziru 应付自如
yinggai 应该
yinggaigei 应该给
yinggaio 应该哦
yinggaishi 应该是
yingge 英格
yinggeer 影格儿
yinggei 应给
yinggeyanwu 莺歌燕舞
yinggong 硬弓
yingguang 荧光
yingguangdeng 荧光灯
yingguanggao 硬广告
yingguangping 荧光屏
yingguansi 赢官司
yingguo 英国
yingguo 颖果
yingguojizhe 英国记者
yingguolao 英国佬
yingguoren 英国人
yinggutou 硬骨头
yinghai 瀛海
yinghan 硬汉
yinghan 英汉
yinghao 英豪
yinghe 应和
yinghe 英和
yinghe 迎合
yinghe 颍河
yinghou 迎候
yinghua 樱花
yinghua 硬化
yinghuai 萦怀
yinghuan 瀛寰
yinghuanjing 硬环境
yinghui 潆洄
yinghui 萦回
yinghui 颖慧
yinghuilai 赢回来
yinghun 英魂
yinghuo 荧惑
yinghuo 营火
yinghuohui 营火会
yingji 应急
yingji 影集
yingji 迎击
yingjia 赢家
yingjian 硬件
yingjian 营建
yingjie 应届
yingjie 硬结
yingjie 英杰
yingjie 迎接
yingjiebuxia 应接不暇
yingjimaozhi 鹰击毛挚
yingjing 应景
yingjing 应经
yingjiu 营救
yingju 应举
yingjuejue 硬撅撅
yingjun 英俊
yingjuyuan 影剧院
yingkao 应考
yingkaobei 硬拷贝
yingkehoujin 盈科后进
yingkui 盈亏
yinglaisongwang 迎来送往
yinglang 硬朗
yinglei 营垒
yingli 应力
yingli 盈利 赢利
yingli 英里
yingli 营利
yinglian 楹联
yingliang 英两
yinglianjie 硬链接
yinglie 英烈
yinglineshi 鹰瞵鹗视
yingling 英灵
yingluo 璎珞
yingmao 应卯
yingmao 缨帽
yingmei 硬煤
yingmei 英美
yingmen 应门
yingmi 影迷
yingmian 硬面
yingmian 赢面
yingmian 迎面
yingming 英名
yingming 英明
yingminger 应名儿
yingmo 英模
yingmu 应募
yingmu 硬木
yingmu 英亩
yingnayanque 鹰拿燕雀
yingnian 英年
yingnuo 应诺
yingong 阴功
yingongjiasi 因公假私
yingouliushui 阴沟流水
yingpai 应拍
yingpan 硬盘
yingpan 营盘
yingpengying 硬碰硬
yingpian 影片
yingpian 硬片
yingpianer 影片儿
yingpin 应聘
yingping 影评
yingping 荧屏
yingqi 硬气
yingqi 英气
yingqianleiwan 盈千累万
yingqin 迎亲
yingqu 硬驱
yingqu 营区
yingqu 迎娶
yingquan 鹰犬
yingquhuwang 鹰觑鹘望
yingrao 潆绕
yingrao 萦绕
yingreerjie 迎刃而解
yingrenwu 硬任务
yingrong 赢荣
yingshan 应山
yingshang 硬伤
yingshanhong 映山红
yingshe 影射
yingshe 映射
yingsheng 营生
yingshengchong 应声虫
yingshi 应市
yingshi 应时
yingshi 应试
yingshi 影视
yingshi 硬实
yingshi 硬是
yingshi 英石
yingshilangbu 鹰视狼步
yingshou 硬手
yingshuaier 蝇甩儿
yingshui 硬水
yingshuo 硬说
yingshuyanyue 郢书燕说
yingsiwubi 营私舞弊
yingsu 罂粟
yingsun 鹰隼
yingtao 樱桃
yingteer 英特尔
yingtenaixiongnaer 英特耐雄纳尔
yingtianshunren 应天顺人
yingting 硬挺
yingtonghuo 硬通货
yingtouganshang 迎头赶上
yingtoutongji 迎头痛击
yingtouweili 蝇头微利
yingtouxiaoli 蝇头小利
yinguo 因果
yinguobaoying 因果报应
yingwanzhen 溁湾镇
yingwei 应为
yingwen 英文
yingwenban 英文版
yingwene 英文额
yingwenhaokan 英文好看
yingwenming 英文名
yingwenxiaoshuo 英文小说
yingwo 硬卧
yingwu 英武
yingwu 颖悟
yingwuqi 硬武器
yingwuxueshe 鹦鹉学舌
yingxi 影戏
yingxi 溁溪
yingxi 硬席
yingxi 萦系
yingxian 应县
yingxian 映现
yingxiang 影像
yingxiang 影响
yingxianghendi 影响很低
yingxiangsiwei 影响思维
yingxiangyinzi 影响因子
yingxiangzhong 映象中
yingxiao 营销
yingxing 影星
yingxing 硬性
yingxiong 英雄
yingxiongjiumei 英雄救美
yingxiongqiduan 英雄气短
yingxiongsuojianluetong 英雄所见略同
yingxiongwuyongwuzhidi 英雄无用武之地
yingxiongzhuyu 英雄主语
yingxu 应许
yingxuan 膺选
yingxuedushu 映雪读书
yingxun 英寻
yingya 迎迓
yingyan 应验
yingyang 营养
yingyang 鹰洋
yingyangbuliang 营养不良
yingyangsu 营养素
yingyangyuansu 营养元素
yingyao 应邀
yingyebu 营业部
yingyeshui 营业税
yingyesuo 营业所
yingyeting 营业厅
yingyeyuan 营业员
yingyezhizhao 营业执照
yingyi 颖异
yingyin 影音 影印
yingyinban 影印版
yingying 荧荧
yingyingchuochuo 影影绰绰
yingyinggougou 蝇营狗苟
yingyingyishui 盈盈一水
yingyong 应用
yingyongchengxu 应用程序
yingyongkexue 应用科学
yingyongruanjian 应用软件
yingyongshenwu 英勇神武
yingyongweixing 应用卫星
yingyongwen 应用文
yingyoujinyou 应有尽有
yingyu 盈余
yingyu 英语
yingyu 萦纡
yingyu 蘡薁
yingyu 赢余
yingyuan 应援
yingyuan 影院
yingyue 映月
yingyujiao 英语角
yingyuke 英语课
yingyun 应允
yingyun 营运
yingyunersheng 应运而生
yingyuxi 英语系
yingzai 应在
yingzao 营造
yingzaochi 营造尺
yingzhai 营寨
yingzhan 应战
yingzhan 影展
yingzhan 迎战
yingzhang 硬仗
yingzhang 营帐
yingzhao 应招
yingzhao 映照
yingzhaomaoer 鹰爪毛儿
yingzhen 应诊
yingzheng 应征
yingzheng 硬挣
yingzhetoupi 硬着头皮
yingzhi 应制
yingzhi 英制
yingzhiban 硬纸板
yingzhibiao 硬指标
yingzhuolu 硬着陆
yingzi 影子
yingzi 缨子
yingzi 蝇子
yingzihuanfa 英姿焕发
yingzineige 影子内阁
yingzisashuang 英姿飒爽
yingzixitong 影子系统
yingzuiyaomu 鹰嘴鹞目
yingzuo 硬座
yinhan 银汉
yinhang 引航
yinhang 银行
yinhangdianhua 银行电话
yinhanggaoge 引吭高歌
yinhangka 银行卡
yinhangya 银行呀
yinhao 引号
yinhao 银号
yinhao 音耗
yinhe 引河
yinhedaoxie 银河倒泻
yinhemanfu 饮河满腹
